"city","country","year","green_area_pc","temperature","temp_norm"
"Hermosillo","Mexico",2000,22.96883498,23.5486338797814,-1.07099848764841
"Chihuahua","Mexico",2000,1.930896,18.0951912568306,-0.487413648458416
"Monterrey","Mexico",2000,200.90617794,20.0172677595628,0.00721060952809495
"Saltillo","Mexico",2000,5.79733206,17.5960382513661,0.943510092329872
"Tampico","Mexico",2000,321.99102477,24.5588797814208,-0.108334644411936
"Aguascalientes","Mexico",2000,214.4395062,18.6460655737705,0.717934493256454
"Guadalajara","Mexico",2000,534.94676681,20.4742349726776,0.113747607616065
"Morelia","Mexico",2000,173.87021184,17.882349726776,-0.665781184643643
"Mexico City","Mexico",2000,538.220815707616,14.7289617486339,-0.993800745847846
"Toluca","Mexico",2000,427.1761872,12.7805737704918,0.28716669692809
"Veracruz","Mexico",2000,437.05092582,25.4202732240437,-0.898690993485146
"Puebla","Mexico",2000,253.9316206,16.5568032786885,-1.36661871887111
"Cuernavaca","Mexico",2000,166.3605762,18.7731147540984,-1.32341157879561
"Amsterdam","The Netherlands",2000,508.10027924,10.9444808743169,0.553901028186937
"The Hague","The Netherlands",2000,18.67435856,11.1657923497268,0.496426657294736
"Rotterdam","The Netherlands",2000,106.688841,11.1085245901639,0.578419357640338
"Utrecht","The Netherlands",2000,168.08079492,10.9189890710383,0.552307277849656
"Oslo","Norway",2000,376.51366283,7.2257650273224,1.0558650411497
"Warsaw","Poland",2000,3105.67034683,9.98950819672131,1.73675387448372
"Katowice","Poland",2000,872.80938296,10.154262295082,1.28255650607787
"Wroclaw","Poland",2000,500.58565984,10.4321857923497,1.20312822389625
"Poznan","Poland",2000,342.3845882,10.1553005464481,1.15879674542297
"Gdansk","Poland",2000,742.29206376,9.17808743169399,1.02605786604189
"Lisbon","Portugal",2000,183.53338227,16.2622404371585,-0.246752373829639
"Porto","Portugal",2000,87.15203945,14.9653005464481,-0.759880948415539
"Stockholm","Sweden",2000,231.39651299,7.57139344262295,0.795815561552585
"Ljubljana","Slovenia",2000,540.51301842,10.5766393442623,0.512561263146118
"Bratislava","Slovak Republic",2000,324.13140906,11.6822950819672,0.994192759680643
"London","United Kingdom",2000,436.01452136,10.8053278688525,-0.0299830496619164
"Leeds","United Kingdom",2000,206.72040532,9.30043715846995,-0.241512429425251
"Liverpool","United Kingdom",2000,57.9571993,10.4287431693989,-0.0105709670194129
"Manchester","United Kingdom",2000,261.23458986,9.49857923497268,0.0387499824393231
"Sheffield","United Kingdom",2000,239.34820785,9.29002732240437,-0.164260986584286
"Bristol","United Kingdom",2000,95.52086028,10.6387158469945,0.0902601848468508
"Nottingham","United Kingdom",2000,224.53146196,10.0800546448087,-0.0926985548182154
"Glasgow","United Kingdom",2000,100.0332256,9.00139344262295,0.050199398559248
"Philadelphia","United States",2000,1516.57163764,12.2445081967213,-1.30526592790887
"Columbus","United States",2000,3186.4004017,10.8242076502732,-1.09934134492219
"Denver","United States",2000,12.66197121,9.50502732240437,-0.582372836564292
"Portland","United States",2000,964.24896096,10.886393442623,-0.969855193408413
"Baltimore","United States",2000,1939.65870238,12.6515573770492,-1.05829354018554
"Cincinnati","United States",2000,6291.64935284,12.2404098360656,-0.875736150892039
"Washington","United States",2000,5865.76844424,13.2692896174863,-1.13190922494386
"Kansas City","United States",2000,8672.42905232,12.7606284153005,-0.308961927705165
"Minneapolis","United States",2000,9833.08613842,7.30502732240437,-0.555796293884281
"San Francisco","United States",2000,162.28689579,13.1443442622951,-0.158334251798957
"Los Angeles","United States",2000,90.12998496,16.842131147541,-0.187749874058898
"Atlanta","United States",2000,466.88327296,16.2676229508197,-0.611837878819026
"Phoenix","United States",2000,38.43258399,22.912349726776,-0.64760795008581
"Dallas","United States",2000,895.32488619,19.0983333333333,-0.24919159883032
"San Diego","United States",2000,33.25950606,16.5014754098361,-0.170281052263866
"Houston","United States",2000,3856.79277819,21.089781420765,0.424007517584781
"San Antonio","United States",2000,294.72102254,20.902349726776,0.321283161417662
"Orlando","United States",2000,989.79548346,21.5477595628415,-1.1407900556329
"Miami","United States",2000,818.08573068,24.0219672131148,-1.55925214794344
"Seattle","United States",2000,275.1921621,10.5405464480874,-0.815296692475342
"Milwaukee","United States",2000,2475.87747957,8.90535519125683,-0.0470593861205738
"Detroit","United States",2000,2096.98242087,9.51969945355191,-0.607156855168695
"Boston","United States",2000,317.0390712,9.58281420765027,-1.22577444027141
"Chicago","United States",2000,3970.9600182,10.2961475409836,-0.124651837207485
"Cleveland","United States",2000,767.40209903,10.1748360655738,-0.533142024952969
"New York","United States",2000,658.3641721,11.5212568306011,-1.29972072802681
"Indianapolis","United States",2000,1712.11265293,11.097131147541,-0.929237833963404
"Dayton","United States",2000,776.63186436,11.0130054644809,-0.961961479736537
"Colorado Springs","United States",2000,10.30356828,6.98024590163934,-0.53581966126581
"Louisville","United States",2000,5172.62875965,13.2472677595628,-0.76139657096885
"Richmond","United States",2000,107.3297952,14.3590983606557,-1.39209262847507
"Fresno","United States",2000,87.58366904,17.6725409836066,-0.815845856969535
"Las Vegas","United States",2000,3.2248925,18.0403551912568,-0.131782294246188
"Nashville","United States",2000,5360.45563408,15.2202732240437,-0.501276563677398
"Tulsa","United States",2000,2050.41910953,16.0805191256831,-0.239015949653489
"Raleigh","United States",2000,1853.36543062,14.9798907103825,-1.83752663276407
"Charlotte","United States",2000,1020.06176482,15.6209836065574,-1.175928587298
"Albuquerque","United States",2000,60.75057574,13.1969398907104,-0.417382190691224
"Memphis","United States",2000,4058.982288,16.5699726775956,-0.196992129221118
"Columbia","United States",2000,137.59683858,16.6752459016393,-1.83769275437442
"Fort Worth","United States",2000,45.28941014,19.006912568306,-0.181199053087918
"Charleston","United States",2000,302.88503511,18.1403825136612,-1.89609924077184
"Tucson","United States",2000,1.07155742,19.8139344262295,-0.590756933542484
"El Paso","United States",2000,3.0050504,18.5754644808743,0.399112872058195
"Baton Rouge","United States",2000,542.65678323,20.0281967213115,0.151676311868154
"Austin","United States",2000,276.6975282,20.3224863387978,0.0317169873723246
"Jacksonville","United States",2000,217.45422,19.8234153005464,-1.35655877372256
"New Orleans","United States",2000,238.9178636,20.9194808743169,0.402176140509522
"Tampa","United States",2000,567.77207476,21.9422131147541,-0.675710310607202
"Buffalo","United States",2000,2640.940527,8.76693989071038,-0.937567531057943
"Grand Rapids","United States",2000,1688.7172005,9.13445355191257,-0.363690061958612
"Albany","United States",2000,1601.7845625,8.31661202185792,-1.59950889487698
"Providence","United States",2000,103.6836702,9.965,-1.21457479840513
"Omaha","United States",2000,638.82242644,11.1158743169399,0.161886945192601
"Akron","United States",2000,696.78372155,9.96868852459016,-0.807609490935433
"Salt Lake City","United States",2000,630.23997652,10.2077049180328,0.639119984932093
"Pittsburgh","United States",2000,754.31170764,10.4288797814208,-1.1219840761615
"Sydney","Australia",2001,224.9444614,17.955698630137,0.319595406786717
"Melbourne","Australia",2001,152.19082652,14.3109863013699,-0.78185328940892
"Brisbane","Australia",2001,1158.08746392,19.8703561643836,-0.146834975200124
"Perth","Australia",2001,78.13833209,17.7939452054795,-1.37529607882872
"Adelaide","Australia",2001,37.1379941,15.3589589041096,-0.995678067220478
"Vienna","Austria",2001,620.13761588,10.1976712328767,-0.780965581574819
"Brussels","Belgium",2001,738.4250048,10.7174520547945,-0.211162470911908
"Antwerp","Belgium",2001,331.42889514,10.8721095890411,-0.260532990592243
"Liege","Belgium",2001,357.4035335,10.0176438356164,-0.200677675542249
"Vancouver","Canada",2001,244.499308,9.48465753424658,-0.532151688206897
"Montreal","Canada",2001,3130.3772013,7.99761643835616,0.974320088134651
"Toronto","Canada",2001,9016.1129693,9.25783561643836,0.706228964683193
"Edmonton","Canada",2001,6261.37512,3.99808219178082,1.88940466155391
"Calgary","Canada",2001,1492.95488265,4.71734246575342,1.42597856900048
"Winnipeg","Canada",2001,3741.07192845,4.21134246575342,0.805027370548088
"Quebec","Canada",2001,1376.8192876,5.55323287671233,0.733660161255656
"Hamilton","Canada",2001,1722.4235466,9.56213698630137,0.66792351150064
"Zurich","Switzerland",2001,334.86815544,9.59178082191781,-0.419043401672122
"Geneva","Switzerland",2001,551.45898549,9.29668493150685,-0.288171054277223
"Basel","Switzerland",2001,286.57219648,9.85019178082192,-0.413107791210119
"Santiago","Chile",2001,116.78003718,13.7558356164384,0.570772903695153
"Prague","Czech Republic",2001,504.4413968,8.86542465753425,-1.12326399357602
"Berlin","Germany",2001,906.2843565,9.34180821917808,-0.80675555136928
"Hamburg","Germany",2001,2750.64217576,9.10482191780822,-0.838918138231117
"Munich","Germany",2001,1601.12726592,9.06912328767123,-0.624756725157733
"Cologne","Germany",2001,135.45611288,10.4789863013699,-0.345086215796007
"Frankfurt","Germany",2001,253.72285011,10.1299726027397,-0.601827129924371
"Stuttgart","Germany",2001,346.68260163,9.72391780821918,-0.291571441794944
"Essen","Germany",2001,31.34096207,10.3560273972603,-0.341001626211569
"Leipzig","Germany",2001,304.17147157,9.59775342465753,-0.608042263397593
"Dresden","Germany",2001,430.8236212,8.56331506849315,-0.846176295553367
"Dortmund","Germany",2001,53.02324505,10.013698630137,-0.372244456545916
"Bremen","Germany",2001,1460.10582372,9.55235616438356,-0.705336856577342
"Nuremberg","Germany",2001,792.5181838,9.08347945205479,-0.518292198419835
"Bonn","Germany",2001,86.51106372,10.242,-0.330074113425984
"Duisburg","Germany",2001,101.5376406,10.6439452054795,-0.284838794619368
"Mannheim","Germany",2001,103.46520471,10.5979726027397,-0.472957149152546
"Copenhagen","Denmark",2001,761.8237616,8.50564383561644,-0.558501692348397
"Tallinn","Estonia",2001,779.4280165,6.10972602739726,-0.440626405928966
"Madrid","Spain",2001,171.538128,15.2520547945205,0.483822269643034
"Barcelona","Spain",2001,8.80257312,15.971095890411,-0.229322618465709
"Zaragoza","Spain",2001,46.577761,15.968301369863,0.144744303168926
"Bilbao","Spain",2001,210.36993416,13.4481643835616,-0.0847057976878849
"Helsinki","Finland",2001,115.91765682,5.30835616438356,-0.847005656830714
"Paris","France",2001,1070.4715032,11.3325205479452,-0.400955593067274
"Lyon","France",2001,924.53113263,11.9220273972603,-0.519138966346819
"Marseille","France",2001,82.63891363,15.3023835616438,-0.129853421970721
"Toulouse","France",2001,218.30848846,13.5267945205479,-0.651909797860627
"Bordeaux","France",2001,1479.64337393,13.7323287671233,-0.285330487965927
"Lille","France",2001,55.38125735,10.8584109589041,-0.351928241915872
"Nice","France",2001,195.55014759,14.4905479452055,0.658115683637695
"Athens","Greece",2001,3.45129178,18.1739726027397,0.283346608080067
"Budapest","Hungary",2001,1187.07204852,10.395698630137,-1.10348825550495
"Dublin","Ireland",2001,35.84370048,9.73323287671233,-0.636708443290155
"Rome","Italy",2001,932.68395556,16.0678630136986,0.0928895110519398
"Milan","Italy",2001,93.16147434,13.9755342465753,-0.456924202042561
"Naples","Italy",2001,46.1390646,16.9356164383562,0.18272291854426
"Turin","Italy",2001,423.74400916,12.4037808219178,-0.0403030946490492
"Palermo","Italy",2001,41.8623845,17.9158904109589,0.527381802125037
"Florence","Italy",2001,366.63850804,13.3516164383562,-0.617868491153391
"Catania","Italy",2001,22.11210195,18.5972602739726,1.64779279647394
"Sendai","Japan",2001,39.0754521,12.1522465753425,-1.42711041501356
"Sapporo","Japan",2001,369.85294912,6.89183561643836,-2.16553943833885
"Tokyo","Japan",2001,163.9336608,15.7093698630137,-0.633537654410762
"Nagoya","Japan",2001,48.48993138,15.8852328767123,-0.497737852464259
"Osaka","Japan",2001,189.09626769,16.3530136986301,-0.592914209372239
"Fukuoka","Japan",2001,16.75275264,16.9706849315068,-0.172444730232669
"Niigata","Japan",2001,169.57622936,13.9052054794521,-0.613134697229602
"Nagano","Japan",2001,136.09619784,9.56567123287671,-1.13732123115944
"Kanazawa","Japan",2001,94.45117296,13.6707945205479,-0.772036471492595
"Utsunomiya","Japan",2001,72.34195428,13.6296712328767,-1.13113160417486
"Shizuoka","Japan",2001,9.44379425,15.3529589041096,-0.803887232387416
"Hamamatsu","Japan",2001,20.8213406,16.5091232876712,-0.493422061808863
"Okayama","Japan",2001,74.70216933,16.4648493150685,-0.255370548221607
"Hiroshima","Japan",2001,16.32082824,15.1497534246575,-0.574602546553177
"Kumamoto","Japan",2001,23.1835149,16.5234246575342,-0.174338465589016
"Kagoshima","Japan",2001,8.58733025,18.1423561643836,0.101107906825361
"Naha","Japan",2001,107.11847934,23.3352876712329,1.26705942908743
"Daegu","Korea",2001,88.44188394,13.5840821917808,0.252235098564601
"Busan","Korea",2001,31.33300426,15.2035068493151,0.341401446711527
"Cheongju","Korea",2001,66.75857347,12.9021917808219,0.547207770470555
"Daejeon","Korea",2001,49.80510948,13.0716712328767,0.386182465909871
"Jeonju","Korea",2001,30.04930474,13.0132876712329,0.0178283988392944
"Ulsan","Korea",2001,59.46023006,14.5698082191781,0.159063365852149
"Changwon","Korea",2001,1.28699808,14.4444657534247,0.0473715435617628
"Gwangju","Korea",2001,65.255554,13.3249315068493,-0.30916371828745
"Mexicali","Mexico",2001,7.93697412,24.0948219178082,-0.665413124236958
"Tijuana","Mexico",2001,1.9255522,15.6639452054795,-0.813050683071673
"Hermosillo","Mexico",2001,22.97266485,23.3825753424658,-1.3537652175899
"Chihuahua","Mexico",2001,1.93131366,18.3741095890411,0.00996075650700418
"Monterrey","Mexico",2001,200.91585265,19.6812054794521,-0.616646051905214
"Saltillo","Mexico",2001,5.8021068,17.0761643835616,-0.131732359409712
"Tampico","Mexico",2001,321.98983596,24.3795068493151,-0.781257362034349
"Aguascalientes","Mexico",2001,214.438266,18.3705479452055,0.0619563652165233
"Guadalajara","Mexico",2001,534.92992644,20.4745753424658,0.114695029396715
"Morelia","Mexico",2001,173.87324049,17.666602739726,-1.33867483804853
"Mexico City","Mexico",2001,538.20433665,14.6626301369863,-1.18377151578431
"Toluca","Mexico",2001,427.17698784,12.1262465753425,-1.79709442502726
"Veracruz","Mexico",2001,437.05271184,25.4201095890411,-0.899499384690923
"Puebla","Mexico",2001,253.93337805,16.6223835616438,-1.13094940847996
"Cuernavaca","Mexico",2001,166.35988292,18.8231506849315,-1.13985162831479
"Amsterdam","The Netherlands",2001,508.10070376,10.4407945205479,-0.246190855577645
"The Hague","The Netherlands",2001,18.67275774,10.7223287671233,-0.224624326391718
"Rotterdam","The Netherlands",2001,106.69098,10.6280547945205,-0.203519522989989
"Utrecht","The Netherlands",2001,168.0788303,10.4182191780822,-0.257673804866596
"Oslo","Norway",2001,376.50612334,5.42906849315068,-0.794936060217436
"Warsaw","Poland",2001,3105.69534376,8.56652054794521,-0.726938314970339
"Katowice","Poland",2001,872.80587275,8.60161643835616,-0.957012936616754
"Wroclaw","Poland",2001,500.58725169,9.07323287671233,-0.917614487712495
"Poznan","Poland",2001,342.38198628,8.9326301369863,-0.715564489489883
"Gdansk","Poland",2001,742.290458,8.07753424657534,-0.821991351811057
"Lisbon","Portugal",2001,183.54483975,16.2087397260274,-0.477643372498994
"Porto","Portugal",2001,87.14647905,15.1250136986301,-0.246947459611672
"Stockholm","Sweden",2001,231.3977736,6.66646575342466,-0.505998961730369
"Ljubljana","Slovenia",2001,540.5121684,10.0595616438356,-0.368484576656316
"Bratislava","Slovak Republic",2001,324.13198128,10.4023561643836,-1.11490488406451
"London","United Kingdom",2001,435.940246,10.5189315068493,-0.559538385406751
"Leeds","United Kingdom",2001,206.7154605,9.11104109589041,-0.61437314243504
"Liverpool","United Kingdom",2001,57.95439255,10.0540821917808,-0.719976640235944
"Manchester","United Kingdom",2001,261.23188512,9.15961643835616,-0.591936342618644
"Sheffield","United Kingdom",2001,239.34482385,9.07084931506849,-0.580584632368024
"Bristol","United Kingdom",2001,95.51962953,10.3036712328767,-0.548372345093276
"Nottingham","United Kingdom",2001,224.53487022,9.82027397260274,-0.570116766169698
"Glasgow","United Kingdom",2001,100.03362278,8.60906849315069,-0.731219279702702
"Philadelphia","United States",2001,1516.56757448,13.4312602739726,0.362637943095844
"Columbus","United States",2001,3186.39519996,11.747095890411,0.242996984127926
"Denver","United States",2001,12.67551636,9.84753424657534,0.0561423450532822
"Portland","United States",2001,964.25328206,11.0693150684932,-0.629120462722667
"Baltimore","United States",2001,1939.6622476,13.5152328767123,0.212962617461828
"Cincinnati","United States",2001,6291.6426969,13.1352876712329,0.399592894386489
"Washington","United States",2001,5865.75602016,14.0564383561644,0.0843987299777773
"Kansas City","United States",2001,8672.4245844,13.2709863013699,0.267860438556284
"Minneapolis","United States",2001,9833.080283,8.21405479452055,0.352095171837294
"San Francisco","United States",2001,162.2562816,13.0720273972603,-0.305453891434014
"Los Angeles","United States",2001,90.0947476,16.3452328767123,-0.953459402882968
"Atlanta","United States",2001,466.88750016,16.3082739726027,-0.54680217291346
"Phoenix","United States",2001,38.4284592,23.0006575342466,-0.344454889226927
"Dallas","United States",2001,895.33054776,18.6292328767123,-0.894234360617515
"San Diego","United States",2001,33.26563919,16.0219178082192,-0.907970632113412
"Houston","United States",2001,3856.759403,20.2437808219178,-1.24516676541562
"San Antonio","United States",2001,294.72258596,20.1642465753425,-0.801119335095443
"Orlando","United States",2001,989.79346882,21.7908493150685,-0.604198002621665
"Miami","United States",2001,818.07493356,24.2415616438356,-0.92981233801319
"Seattle","United States",2001,275.19083268,10.6582465753425,-0.585765632649819
"Milwaukee","United States",2001,2475.87694296,9.45183561643836,0.454770164161134
"Detroit","United States",2001,2096.98218992,10.672301369863,0.845700419715033
"Boston","United States",2001,317.0589903,10.6865753424658,0.348200211439153
"Chicago","United States",2001,3970.94687952,10.8004931506849,0.380529913327221
"Cleveland","United States",2001,767.39770638,10.9361095890411,0.517907796998566
"New York","United States",2001,658.278957,12.6949315068493,0.326887919190354
"Indianapolis","United States",2001,1712.12336631,12.2216438356164,0.449988347124589
"Dayton","United States",2001,776.633364,12.002602739726,0.400216484878866
"Colorado Springs","United States",2001,10.3025385,7.05742465753425,-0.397947160696785
"Louisville","United States",2001,5172.63155112,13.8672602739726,0.144217892545575
"Richmond","United States",2001,107.33080176,15.1361095890411,0.0685218979889358
"Fresno","United States",2001,87.5822464,18.3561917808219,0.201391664155268
"Las Vegas","United States",2001,3.22256675,18.2692054794521,0.427906410031484
"Nashville","United States",2001,5360.4590888,15.3751780821918,-0.282741546756655
"Tulsa","United States",2001,2050.42225045,16.4195616438356,0.166088296633596
"Raleigh","United States",2001,1853.361414,15.9627671232877,-0.135091388987421
"Charlotte","United States",2001,1020.05962656,16.3557534246575,0.0975300044489963
"Albuquerque","United States",2001,60.74982115,13.1380821917808,-0.556386158934828
"Memphis","United States",2001,4058.9772832,16.4651506849315,-0.331606797721761
"Columbia","United States",2001,137.59826184,17.5903835616438,-0.162433342371507
"Fort Worth","United States",2001,45.2909226,18.499095890411,-0.894860540079172
"Charleston","United States",2001,302.88478617,18.9002191780822,0.0492567994041301
"Tucson","United States",2001,1.07061875,19.3431232876712,-1.78405729836632
"El Paso","United States",2001,3.00592497,18.3367945205479,-0.17994405699035
"Baton Rouge","United States",2001,542.65749084,19.445397260274,-0.980826642258882
"Austin","United States",2001,276.6984462,19.6143561643836,-1.01050913543779
"Jacksonville","United States",2001,217.44973536,20.2494246575342,-0.208703295379951
"New Orleans","United States",2001,238.9121908,20.5075616438356,-0.614236999083729
"Tampa","United States",2001,567.7705362,22.1487123287671,-0.202370908447042
"Buffalo","United States",2001,2640.9513438,9.9658904109589,0.707685777866472
"Grand Rapids","United States",2001,1688.7187986,10.0128219178082,0.63315466535776
"Albany","United States",2001,1601.78513156,9.82509589041096,0.484249855713609
"Providence","United States",2001,103.68294552,11.0468493150685,0.355240013874798
"Omaha","United States",2001,638.8271872,11.1318630136986,0.180491986507027
"Akron","United States",2001,696.78109977,10.8896438356164,0.553344990857948
"Salt Lake City","United States",2001,630.2414349,10.258904109589,0.708454580618471
"Pittsburgh","United States",2001,754.30713032,11.3572876712329,0.437704516175712
"Sydney","Australia",2002,224.9786528,17.7998904109589,-0.254659208433235
"Melbourne","Australia",2002,152.17625068,14.337698630137,-0.703548084858637
"Brisbane","Australia",2002,1158.079056,20.0863287671233,0.589818836887476
"Perth","Australia",2002,78.13566264,18.3063287671233,-0.28918032696007
"Adelaide","Australia",2002,37.14418896,15.301698630137,-1.16329352520524
"Vienna","Austria",2002,620.15475636,11.006301369863,0.621711874105046
"Brussels","Belgium",2002,738.42722316,11.1775890410959,0.607035043622889
"Antwerp","Belgium",2002,331.43436895,11.3184657534247,0.515313456570059
"Liege","Belgium",2002,357.40607265,10.4788767123288,0.562111528382196
"Vancouver","Canada",2002,244.49067532,9.45345205479452,-0.598862345650559
"Montreal","Canada",2002,3130.35203976,7.6361095890411,0.486837594073134
"Toronto","Canada",2002,9016.10446014,9.55597260273973,1.03148374313929
"Edmonton","Canada",2002,6261.3752454,2.90556164383562,-0.0650385399189376
"Calgary","Canada",2002,1492.94664725,3.50986301369863,-0.784458070981433
"Winnipeg","Canada",2002,3741.0685191,2.74671232876712,-0.50056897909611
"Quebec","Canada",2002,1376.81781888,4.86443835616438,-0.152678922847032
"Hamilton","Canada",2002,1722.42024847,9.77654794520548,0.915146168299269
"Zurich","Switzerland",2002,334.86409852,10.0772328767123,0.533726650082928
"Geneva","Switzerland",2002,551.45710282,9.28380821917808,-0.313147005865829
"Basel","Switzerland",2002,286.57112679,10.262301369863,0.384039476778381
"Santiago","Chile",2002,116.75309547,12.4172876712329,-1.963108693236
