"State / Measuring network";"Station code";"Station name";"Station setting";"Station type";"Annual mean value in µg/m³";"Number of daily mean values above 50 µg/m³"
Saxony;DESN006;Borna;"urban area";traffic;29;33
Saxony;DESN020;Görlitz;"urban area";traffic;32;39
Saxony;DESN025;Leipzig-Mitte;"urban area";traffic;37;74
Saxony;DESN047;Zwickau;"urban area";traffic;27;31
Saxony;DESN060;Chemnitz-Nord;"urban area";traffic;27;27
Saxony;DESN061;Dresden-Nord;"urban area";traffic;39;67
Saxony;DESN075;Plauen-Süd;"urban area";traffic;31;44
Saxony;DESN077;"Leipzig Lützner Str.";"urban area";traffic;39;75
Saxony;DESN083;"Chemnitz-Leipziger Str.";"urban area";traffic;36;65
Saxony;DESN084;Dresden-Bergstr.;"urban area";traffic;36;49
Saxony-Anhalt;DEST057;Magdeburg/Südost;"urban area";traffic;26;19
Saxony-Anhalt;DEST075;"Halle/Merseburger Strasse";"urban area";traffic;31;39
Saxony-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"urban area";traffic;32;37
Saxony-Anhalt;DEST081;Weißenfels/Promenade;"urban area";traffic;25;21
Saxony-Anhalt;DEST091;"Dessau Albrechtsplatz";"urban area";traffic;27;22
Saxony-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"urban area";traffic;33;45
Saxony-Anhalt;DEST095;Aschersleben;"urban area";traffic;36;53
Saxony-Anhalt;DEST099;Magdeburg/Reuterallee;"urban area";traffic;36;57
Saxony-Anhalt;DEST100;Wernigerode/Nöschenröder-Strasse;"urban area";traffic;30;30
Thuringia;DETH039;"Weimar Sophienstiftsplatz";"urban area";traffic;31;45
Thuringia;DETH043;"Erfurt Bergstr.";"urban area";traffic;37;60
Thuringia;DETH072;"Suhl F.-König-Str";"urban area";traffic;25;4
Thuringia;DETH075;"Jena Westbahnhofstr.";"urban area";traffic;30;37
Thuringia;DETH081;"Erfurt Heinrichstr";"urban area";traffic;35;50
Thuringia;DETH082;"Jena Camburger Str.";"urban area";traffic;36;64
Thuringia;DETH083;"Weimar Steubenstr.";"urban area";traffic;43;89
Thuringia;DETH084;"Weimar K.-Liebknecht-Str.";"urban area";traffic;30;23
Hamburg;DEHH015;"Hamburg Veddel";"urban area";industry;28;24
Hamburg;DEHH016;"Hamburg Billbrook";"urban area";industry;24;21
Hamburg;DEHH072;"Hamburg Finkenwerder West";"urban area";industry;30;27
"North Rhine-Westphalia";DENW021;Bottrop-Welheim;"urban area";industry;30;26
"North Rhine-Westphalia";DENW034;Duisburg-Walsum;"urban area";industry;30;22
"North Rhine-Westphalia";DENW102;Duisburg-Bruckhausen;"urban area";industry;37;68
"North Rhine-Westphalia";DENW115;Krefeld-Stahldorf;"urban area";industry;33;20
"North Rhine-Westphalia";DENW131;"Duisburg Kiebitzmühlenstraße";"urban area";industry;39;66
"North Rhine-Westphalia";DENW181;Warstein;"urban area";industry;30;68
Rhineland-Palatinate;DERP003;Ludwigshafen-Mundenheim;"urban area";industry;26;27
Saarland;DESL003;"Dillingen City";"urban area";industry;25;18
Brandenburg;DEBB021;Potsdam-Zentrum;"urban area";background;27;27
Brandenburg;DEBB024;Senftenberg;"urban area";background;28;37
Brandenburg;DEBB064;Cottbus;"urban area";background;28;34
Berlin;DEBE010;"Berlin Wedding";"urban area";background;29;26
Berlin;DEBE018;"Berlin Schöneberg";"urban area";background;27;22
Berlin;DEBE034;"Berlin Neukölln";"urban area";background;31;37
Berlin;DEBE068;"Berlin Mitte";"urban area";background;36;60
Baden-Württemberg;DEBW006;Mannheim-Mitte;"urban area";background;26;18
Baden-Württemberg;DEBW007;Mannheim-Süd;"urban area";background;27;20
Baden-Württemberg;DEBW009;Heidelberg;"urban area";background;26;21
Baden-Württemberg;DEBW013;"Stuttgart-Bad Cannstatt";"urban area";background;26;30
Baden-Württemberg;DEBW015;Heilbronn;"urban area";background;26;26
Baden-Württemberg;DEBW019;Ulm;"urban area";background;25;26
Baden-Württemberg;DEBW027;Reutlingen;"urban area";background;27;30
Baden-Württemberg;DEBW032;Pforzheim-Mitte;"urban area";background;24;24
Baden-Württemberg;DEBW038;Friedrichshafen;"urban area";background;23;24
Baden-Württemberg;DEBW052;Konstanz;"urban area";background;24;30
Baden-Württemberg;DEBW081;Karlsruhe-Nordwest;"urban area";background;24;25
Baden-Württemberg;DEBW084;Freiburg;"urban area";background;21;18
Bavaria;DEBY003;"Aschaffenburg/Schweinheimer Straße";"urban area";background;26;23
Bavaria;DEBY007;Augsburg/Bourges-Platz;"urban area";background;28;36
Bavaria;DEBY009;Bamberg/Löwenbrücke;"urban area";background;27;25
Bavaria;DEBY032;Kulmbach/Konrad-Adenauer-Straße;"urban area";background;24;21
Bavaria;DEBY039;München/Lothstraße;"urban area";background;29;39
Bavaria;DEBY052;Neu-Ulm/Gabelsbergerstraße;"urban area";background;30;39
Bavaria;DEBY058;Nürnberg/Muggenhof;"urban area";background;27;27
Bavaria;DEBY068;Schweinfurt/Obertor;"urban area";background;23;14
Bavaria;DEBY075;"Weiden i.d.OPf./Nikolaistraße";"urban area";background;26;26
Bavaria;DEBY118;Passau/Stelzhamerstraße;"urban area";background;32;38
Bremen;DEHB001;Bremen-Mitte;"urban area";background;23;12
Bremen;DEHB002;Bremen-Ost;"urban area";background;24;11
Bremen;DEHB003;Bremen-West;"urban area";background;25;15
Bremen;DEHB004;Bremen-Nord;"urban area";background;22;8
Bremen;DEHB005;Bremerhaven-Hansastraße;"urban area";background;23;8
Hesse;DEHE001;Darmstadt;"urban area";background;21;15
Hesse;DEHE005;Frankfurt-Höchst;"urban area";background;24;22
Hesse;DEHE008;"Frankfurt Ost";"urban area";background;26;24
Hesse;DEHE011;Hanau;"urban area";background;22;15
Hesse;DEHE018;Raunheim;"urban area";background;24;19
Hesse;DEHE020;Wetzlar;"urban area";background;29;25
Hesse;DEHE022;"Wiesbaden Süd";"urban area";background;25;19
Hesse;DEHE030;Marburg;"urban area";background;20;13
Hesse;DEHE032;Bebra;"urban area";background;24;16
Hesse;DEHE044;Limburg;"urban area";background;22;12
Hesse;DEHE045;Michelstadt;"urban area";background;21;16
Hesse;DEHE058;Fulda-Mitte;"urban area";background;23;16
Hamburg;DEHH008;"Hamburg Sternschanze";"urban area";background;30;31
Hamburg;DEHH033;"Hamburg Flughafen Nord";"urban area";background;23;17
Hamburg;DEHH054;"HH Bergedorf";"urban area";background;22;15
Hamburg;DEHH059;"Hamburg Wilhelmsburg";"urban area";background;24;18
Hamburg;DEHH074;"Hamburg Billstedt";"urban area";background;30;25
"Mecklenburg-West Pomerania";DEMV019;Güstrow;"urban area";background;23;12
"Mecklenburg-West Pomerania";DEMV021;Rostock-Warnemünde;"urban area";background;23;4
"Lower Saxony";DENI038;Osnabrück;"urban area";background;26;15
"Lower Saxony";DENI054;Hannover;"urban area";background;28;22
"North Rhine-Westphalia";DENW008;Dortmund-Eving;"urban area";background;27;20
"North Rhine-Westphalia";DENW024;Essen-Vogelheim;"urban area";background;29;29
"North Rhine-Westphalia";DENW038;Mülheim-Styrum;"urban area";background;29;20
"North Rhine-Westphalia";DENW042;Krefeld-Linn;"urban area";background;25;16
"North Rhine-Westphalia";DENW053;Köln-Chorweiler;"urban area";background;24;13
"North Rhine-Westphalia";DENW067;Bielefeld-Ost;"urban area";background;25;19
"North Rhine-Westphalia";DENW071;Düsseldorf-Lörick;"urban area";background;24;14
"North Rhine-Westphalia";DENW094;Aachen-Burtscheid;"urban area";background;21;10
"North Rhine-Westphalia";DENW095;Münster-Geist;"urban area";background;25;13
"North Rhine-Westphalia";DENW114;Wuppertal-Langerfeld;"urban area";background;24;12
"North Rhine-Westphalia";DENW179;Schwerte;"urban area";background;22;9
Rhineland-Palatinate;DERP001;Ludwigshafen-Oppau;"urban area";background;23;20
Rhineland-Palatinate;DERP002;Ludwigshafen-Mitte;"urban area";background;24;20
Rhineland-Palatinate;DERP007;Mainz-Mombach;"urban area";background;19;13
Rhineland-Palatinate;DERP008;Mainz-Goetheplatz;"urban area";background;22;16
Rhineland-Palatinate;DERP009;Mainz-Zitadelle;"urban area";background;27;29
Rhineland-Palatinate;DERP021;Neuwied-Hafenstraße;"urban area";background;22;14
Rhineland-Palatinate;DERP022;"Bad Kreuznach-Bosenheimer Straße";"urban area";background;21;14
Rhineland-Palatinate;DERP025;Wörth-Marktplatz;"urban area";background;22;24
Rhineland-Palatinate;DERP042;"Pirmasens Schäferstr.";"urban area";background;24;23
Saarland;DESL010;Saarbrücken-Burbach;"urban area";background;29;26
Saarland;DESL012;Saarbrücken-City;"urban area";background;21;10
Saarland;DESL017;"Völklingen-City Stadionstr.";"urban area";background;23;10
Schleswig-Holstein;DESH021;"Kiel Schauenburger Str.";"urban area";background;19;3
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"urban area";background;21;10
Saxony;DESN004;Bautzen;"urban area";background;27;22
Saxony;DESN011;Chemnitz-Mitte;"urban area";background;25;22
Saxony;DESN012;Delitzsch;"urban area";background;26;26
Saxony;DESN017;Freiberg;"urban area";background;26;23
Saxony;DESN019;Glauchau;"urban area";background;29;32
Saxony;DESN024;Klingenthal;"urban area";background;21;13
Saxony;DESN050;Hoyerswerda;"urban area";background;26;26
Saxony;DESN085;Dresden-HerzoginGarten;"urban area";background;29;33
Saxony-Anhalt;DEST011;Wernigerode/Bahnhof;"urban area";background;23;10
Saxony-Anhalt;DEST028;Zeitz;"urban area";background;24;12
Saxony-Anhalt;DEST063;Stendal;"urban area";background;26;15
Saxony-Anhalt;DEST066;Wittenberg/Bahnstrasse;"urban area";background;24;13
Thuringia;DETH005;Saalfeld;"urban area";background;25;27
Thuringia;DETH009;"Gera Friedericistr.";"urban area";background;31;43
Thuringia;DETH011;"Altenburg Theaterplatz";"urban area";background;26;22
Thuringia;DETH013;"Eisenach Werneburgstr.";"urban area";background;24;16
Thuringia;DETH018;Nordhausen;"urban area";background;25;13
Thuringia;DETH020;"Erfurt Krämpferstr.";"urban area";background;25;23
Thuringia;DETH025;Meiningen;"urban area";background;25;17
Thuringia;DETH036;"Greiz Mollbergstr.";"urban area";background;24;19
Thuringia;DETH041;"Jena Dammstr.";"urban area";background;26;22
Thuringia;DETH060;Zella-Mehlis;"urban area";background;22;12
Baden-Württemberg;DEBW125;"Pfinztal Karlsruher Straße";"suburban area";traffic;35;51
Baden-Württemberg;DEBW128;"Mühlacker Stuttgarter Straße";"suburban area";traffic;36;58
Baden-Württemberg;DEBW133;"Ilsfeld König-Wilhelm-Straße";"suburban area";traffic;36;60
Brandenburg;DEBB026;Spremberg-Süd;"suburban area";industry;26;23
Brandenburg;DEBB029;"Schwedt (Oder)";"suburban area";industry;27;25
Brandenburg;DEBB030;Premnitz;"suburban area";industry;23;18
Brandenburg;DEBB032;Eisenhüttenstadt;"suburban area";industry;31;38
Baden-Württemberg;DEBW005;Mannheim-Nord;"suburban area";industry;23;17
Baden-Württemberg;DEBW022;Kehl;"suburban area";industry;25;29
"Lower Saxony";DENI053;Südoldenburg;"suburban area";industry;28;18
"North Rhine-Westphalia";DENW037;Duisburg-Meiderich;"suburban area";industry;31;32
"North Rhine-Westphalia";DENW058;Hürth;"suburban area";industry;25;23
"North Rhine-Westphalia";DENW116;"Krefeld (Hafen)";"suburban area";industry;38;85
"North Rhine-Westphalia";DENW129;"Datteln Bahnhof";"suburban area";industry;31;38
"North Rhine-Westphalia";DENW180;Grevenbroich-Gustorf;"suburban area";industry;34;46
Saxony-Anhalt;DEST015;Bitterfeld/Wolfen;"suburban area";industry;25;14
Saxony-Anhalt;DEST090;Leuna;"suburban area";industry;24;20
Saxony-Anhalt;DEST097;"Hettstedt Industrie";"suburban area";industry;21;9
Brandenburg;DEBB031;"Königs Wusterhausen,1993-2008";"suburban area";background;28;26
Brandenburg;DEBB042;"Frankfurt (Oder), 1997-2014";"suburban area";background;32;35
Brandenburg;DEBB043;Luckau;"suburban area";background;25;22
Brandenburg;DEBB048;Neuruppin;"suburban area";background;26;24
Brandenburg;DEBB052;"Potsdam-Michendorfer Chaussee";"suburban area";background;25;17
Brandenburg;DEBB055;"Brandenburg a.d. Havel";"suburban area";background;25;21
Brandenburg;DEBB063;Wittenberge;"suburban area";background;21;10
Brandenburg;DEBB067;Nauen;"suburban area";background;28;33
Berlin;DEBE051;"Berlin Buch";"suburban area";background;27;27
Baden-Württemberg;DEBW010;Wiesloch;"suburban area";background;23;18
Baden-Württemberg;DEBW023;"Weil am Rhein";"suburban area";background;23;24
Baden-Württemberg;DEBW024;Ludwigsburg;"suburban area";background;25;26
Baden-Württemberg;DEBW026;Plochingen;"suburban area";background;25;28
Baden-Württemberg;DEBW029;Aalen;"suburban area";background;23;25
Baden-Württemberg;DEBW034;Waiblingen;"suburban area";background;24;25
Baden-Württemberg;DEBW037;Freudenstadt;"suburban area";background;15;4
Baden-Württemberg;DEBW039;Villingen-Schwenningen;"suburban area";background;20;15
Baden-Württemberg;DEBW042;Bernhausen;"suburban area";background;28;38
Baden-Württemberg;DEBW046;Biberach;"suburban area";background;23;22
Baden-Württemberg;DEBW056;"Schwäbisch Hall";"suburban area";background;25;25
Baden-Württemberg;DEBW059;Tauberbischofsheim;"suburban area";background;21;14
Baden-Württemberg;DEBW073;Neuenburg;"suburban area";background;23;23
Baden-Württemberg;DEBW076;Baden-Baden;"suburban area";background;20;17
Baden-Württemberg;DEBW094;Isny;"suburban area";background;22;22
Baden-Württemberg;DEBW107;Tübingen;"suburban area";background;23;22
Baden-Württemberg;DEBW110;Pfullendorf;"suburban area";background;22;17
Baden-Württemberg;DEBW111;Offenburg;"suburban area";background;23;20
Baden-Württemberg;DEBW112;Gärtringen;"suburban area";background;22;15
Bavaria;DEBY002;Arzberg/Egerstraße;"suburban area";background;24;23
Bavaria;DEBY004;"Kleinwallstadt/Hofstetter Straße";"suburban area";background;25;20
Bavaria;DEBY005;Aschaffenburg/Bussardweg;"suburban area";background;25;17
Bavaria;DEBY012;"Burghausen/Marktler Straße";"suburban area";background;29;39
Bavaria;DEBY020;Hof/LfU;"suburban area";background;25;24
Bavaria;DEBY030;"Saal a.d. Donau/Regensburger Straße";"suburban area";background;27;34
Bavaria;DEBY031;"Kempten (Allgäu)/Westendstraße";"suburban area";background;22;26
Bavaria;DEBY062;"Regen/Bodenmaiser Straße";"suburban area";background;21;16
Bavaria;DEBY067;"Schwandorf/Wackersdorfer Straße";"suburban area";background;25;24
Bavaria;DEBY088;Trostberg/Schwimmbadstraße;"suburban area";background;26;30
Bavaria;DEBY089;München/Johanneskirchen;"suburban area";background;25;26
Bavaria;DEBY093;Sulzbach-Rosenberg/Lohe;"suburban area";background;27;29
Bavaria;DEBY099;Augsburg/LfU;"suburban area";background;25;25
Bavaria;DEBY113;Erlangen/Kraepelinstraße;"suburban area";background;23;14
Hamburg;DEHH021;"Hamburg Tatenberg";"suburban area";background;22;19
"Mecklenburg-West Pomerania";DEMV007;Rostock-Stuthof;"suburban area";background;22;17
"Mecklenburg-West Pomerania";DEMV018;Zarrentin;"suburban area";background;24;14
"Lower Saxony";DENI011;Braunschweig;"suburban area";background;26;15
"Lower Saxony";DENI016;Oker/Harlingerode;"suburban area";background;21;8
"Lower Saxony";DENI020;Wolfsburg;"suburban area";background;26;18
"Lower Saxony";DENI028;Eichsfeld;"suburban area";background;21;11
"Lower Saxony";DENI029;Ostfriesland;"suburban area";background;27;17
"Lower Saxony";DENI041;Weserbergland;"suburban area";background;25;13
"Lower Saxony";DENI042;Göttingen;"suburban area";background;22;6
"Lower Saxony";DENI043;Emsland;"suburban area";background;25;12
"Lower Saxony";DENI052;Allertal;"suburban area";background;24;13
"Lower Saxony";DENI062;"Lüneburger Heide";"suburban area";background;25;11
"North Rhine-Westphalia";DENW002;Datteln-Hagem;"suburban area";background;27;25
"North Rhine-Westphalia";DENW006;Lünen-Niederaden;"suburban area";background;25;16
"North Rhine-Westphalia";DENW010;Unna-Königsborn;"suburban area";background;24;9
"North Rhine-Westphalia";DENW011;Dortmund-Hörde;"suburban area";background;28;15
"North Rhine-Westphalia";DENW022;Gelsenkirchen-Bismarck;"suburban area";background;29;31
"North Rhine-Westphalia";DENW028;"Essen-Schuir (LUA)";"suburban area";background;25;18
"North Rhine-Westphalia";DENW029;Hattingen-Blankenstein;"suburban area";background;25;16
"North Rhine-Westphalia";DENW030;Wesel-Feldmark;"suburban area";background;24;11
"North Rhine-Westphalia";DENW040;Duisburg-Buchholz;"suburban area";background;25;16
"North Rhine-Westphalia";DENW050;Dormagen-Horrem;"suburban area";background;28;15
"North Rhine-Westphalia";DENW059;Köln-Rodenkirchen;"suburban area";background;23;12
"North Rhine-Westphalia";DENW062;Bonn-Auerberg;"suburban area";background;25;16
"North Rhine-Westphalia";DENW078;Ratingen-Tiefenbroich;"suburban area";background;23;14
"North Rhine-Westphalia";DENW079;Leverkusen-Manfort;"suburban area";background;24;15
"North Rhine-Westphalia";DENW080;Solingen-Wald;"suburban area";background;23;12
"North Rhine-Westphalia";DENW096;Mönchengladbach-Rheydt;"suburban area";background;24;16
"North Rhine-Westphalia";DENW192;Pulheim-Stommeln;"suburban area";background;26;10
Saarland;DESL013;Saarlouis-Fraulautern;"suburban area";background;20;6
Saxony;DESN045;Zittau-Ost;"suburban area";background;27;25
